Target,Residual_mean,Residual_sd,Residual_abs_mean
Miliolida,0.08282726045883908,172.30206103897933,99.71564327485379
Monothalamida,6420.087219238281,29981.276836276276,14847.912902832031
Other,12340.85498046875,71275.65316715074,35141.859049479164
Rotaliida,2789.8973134358725,13492.789285362613,6673.345169067383
Textulariida,72.96118815739949,311.9191278197886,133.60427522659302
reads,20970.167622884113,114814.54205439263,57203.77178955078
shannon,-0.0008605576163802109,0.35620524256838504,0.2462866129117378
simpson,-3.236486267577276e-05,0.014467824597833658,0.008933405654215089
zotu,-0.3672402159245583,1481.3724052615746,1015.7026821862347
